CustomerID,Pais Principal,Paises Distintos,Permanencia,Compras,Canasta_Prom,Ticket_Prom,Precio_Prom,Precio_Max,Productos Distintos,Pct_Devoluciones
12370.0,Austria,2,618.0,7,372.14285714285717,617.1871428571429,1.6584683301343572,40.0,168,0.0
12371.0,Switzerland,1,602.0,5,287.2,813.476,2.8324373259052926,40.0,134,0.0
12372.0,Denmark,1,226.0,3,264.6666666666667,432.68,1.6348110831234257,18.0,34,0.0
12373.0,Austria,1,363.0,3,172.0,375.8833333333334,2.185368217054264,40.0,36,0.0
12374.0,Austria,1,564.0,4,340.5,747.3050000000001,2.1947283406754776,40.0,79,0.0
12375.0,Finland,1,89.0,2,89.0,228.75,2.5702247191011236,40.0,14,0.5
12376.0,Switzerland,1,29.0,2,120.0,251.575,2.096458333333333,40.0,11,0.0
12377.0,Switzerland,1,275.0,4,526.25,856.58,1.627705463182898,40.0,129,0.0
12378.0,Switzerland,1,434.0,2,1658.0,2708.16,1.6333896260554885,39.95,281,0.0
12379.0,Belgium,1,454.0,4,203.75,405.055,1.988,15.0,58,0.25
12380.0,Belgium,1,642.0,11,305.0,879.6636363636364,2.88414307004471,1508.65,156,0.36363636363636365
12381.0,Norway,1,116.0,5,161.6,369.062,2.283799504950495,40.0,70,0.2
12383.0,Belgium,1,169.0,5,306.4,370.11199999999997,1.2079373368146213,18.0,84,0.2
12384.0,Switzerland,1,94.0,2,63.0,292.635,4.645,40.0,26,0.5
12385.0,Belgium,1,1.0,1,612.0,1938.4,3.167320261437909,15.0,65,1.0
12386.0,Australia,1,30.0,2,177.0,200.95,1.1353107344632767,6.75,10,0.0
12387.0,Australia,1,1.0,1,134.0,143.94,1.074179104477612,16.95,9,0.0
12388.0,Australia,1,568.0,8,250.125,487.63875,1.9495802098950525,11.15,83,0.0
12389.0,Australia,1,254.0,3,204.66666666666666,477.77666666666664,2.334413680781759,9.95,41,0.0
12390.0,Belgium,1,1.0,1,353.0,549.84,1.5576203966005666,16.95,32,0.0
12391.0,Cyprus,1,642.0,6,203.33333333333334,462.2366666666667,2.273295081967213,79.95,241,0.16666666666666666
12392.0,Australia,1,1.0,1,73.0,234.75,3.2157534246575343,9.95,7,0.0
12393.0,Australia,1,357.0,6,218.5,399.90833333333336,1.830244088482075,12.75,63,0.16666666666666666
12394.0,Belgium,2,155.0,2,409.5,636.24,1.5536996336996338,18.0,26,0.0
12395.0,Belgium,1,584.0,15,213.66666666666666,314.74466666666666,1.4730639625585025,39.95,145,0.2
12396.0,RSA,1,1.0,1,591.0,931.43,1.5760236886632826,10.95,65,0.0
12397.0,Belgium,1,101.0,2,631.5,1204.95,1.9080760095011877,16.95,110,0.0
12398.0,Switzerland,1,1.0,1,1394.0,1635.66,1.1733572453371592,40.0,85,0.0
12399.0,Belgium,1,526.0,7,314.0,280.3285714285714,0.8927661510464058,15.0,67,0.0
12400.0,Australia,1,1.0,1,91.0,205.25,2.2554945054945055,4.95,11,0.0
12401.0,Belgium,1,1.0,1,11.0,84.3,7.663636363636363,15.0,5,0.0
12402.0,Belgium,1,348.0,6,97.33333333333333,209.48333333333335,2.15222602739726,15.0,43,0.16666666666666666
12403.0,Denmark,1,473.0,2,130.0,509.68,3.9206153846153846,18.0,5,0.5
12404.0,Finland,1,1.0,1,1.0,63.24,63.24,63.24,1,0.0
12405.0,Finland,1,1.0,1,857.0,1710.39,1.9957876312718787,40.0,54,0.0
12406.0,Denmark,1,676.0,5,683.2,1278.072,1.8707142857142856,14.95,114,0.4
12407.0,Belgium,1,216.0,5,283.2,341.62399999999997,1.2062994350282485,18.0,57,0.0
12408.0,Belgium,1,467.0,8,278.625,542.5962499999999,1.9474069089277701,34.95,104,0.75
12409.0,Switzerland,1,488.0,7,1877.5714285714287,3345.612857142857,1.7818831317050903,29.95,177,0.8571428571428571
12410.0,Switzerland,1,195.0,3,113.66666666666667,337.90333333333336,2.972756598240469,40.0,36,0.3333333333333333
12411.0,Australia,1,1.0,1,138.0,346.9,2.5137681159420286,9.95,22,0.0
12412.0,Denmark,1,466.0,6,332.8333333333333,432.82166666666666,1.3004156234351527,18.0,82,0.3333333333333333
12413.0,France,2,337.0,4,79.75,249.8625,3.1330721003134796,29.95,41,0.5
12414.0,Austria,1,247.0,6,82.5,158.73499999999999,1.924060606060606,130.0,21,0.3333333333333333
12415.0,Australia,1,504.0,28,3276.535714285714,5159.2275,1.574598279977764,350.0,498,0.17857142857142858
12416.0,Australia,1,1.0,1,132.0,202.56,1.5345454545454547,2.1,11,0.0
12417.0,Belgium,2,731.0,20,145.0,340.8455,2.350658620689655,29.95,270,0.35
12418.0,Switzerland,1,519.0,4,272.0,505.3,1.857720588235294,9.95,90,0.25
12419.0,Spain,1,29.0,2,115.5,251.505,2.1775324675324677,28.0,23,0.0
12420.0,Cyprus,1,1.0,1,345.0,600.39,1.7402608695652173,16.95,29,0.0
12421.0,Spain,1,491.0,6,108.66666666666667,183.1,1.6849693251533742,28.0,44,0.3333333333333333
12422.0,Switzerland,2,627.0,17,152.7058823529412,307.7529411764706,2.015331278890601,662.25,137,0.23529411764705882
12423.0,Belgium,2,466.0,10,179.3,262.239,1.4625711098717233,18.0,128,0.1
12424.0,Australia,1,387.0,4,506.25,835.0075,1.6493975308641977,9.95,78,0.75
12425.0,Portugal,1,371.0,2,573.5,870.705,1.5182301656495205,12.75,87,0.5
12426.0,Germany,1,469.0,2,292.0,672.605,2.303441780821918,18.0,73,0.5
12427.0,Germany,1,351.0,3,177.66666666666666,275.26666666666665,1.549343339587242,18.0,26,0.6666666666666666
12428.0,Finland,1,259.0,9,392.8888888888889,884.0511111111111,2.2501300904977377,275.6,258,0.3333333333333333
12429.0,Denmark,2,538.0,8,361.25,775.55125,2.146854671280277,28.0,124,0.125
12430.0,Norway,1,1.0,1,117.0,256.4,2.191452991452991,40.0,11,0.0
12431.0,Australia,2,659.0,27,171.1851851851852,388.8785185185185,2.271683254002596,16.95,244,0.2222222222222222
12432.0,Norway,1,131.0,5,360.2,1011.8639999999999,2.80917268184342,700.0,107,0.0
12433.0,Norway,1,477.0,10,1353.4,1679.414,1.2408851780700458,14.95,285,0.1
12434.0,Australia,1,298.0,3,177.33333333333334,367.81,2.0741165413533835,9.95,62,0.6666666666666666
12435.0,Denmark,1,659.0,6,826.3333333333334,2320.9883333333332,2.808779749899153,14.95,88,0.0
12436.0,Norway,1,1.0,1,211.0,509.01000000000005,2.4123696682464457,40.0,16,0.0
12437.0,France,1,737.0,39,205.15384615384616,325.2153846153846,1.5852268466441695,18.0,274,0.20512820512820512
12438.0,Norway,1,127.0,2,590.0,1453.425,2.4634322033898304,40.0,84,0.0
12439.0,Cyprus,1,44.0,2,242.0,579.09,2.3929338842975207,14.95,69,0.5
12440.0,Austria,1,256.0,2,165.5,429.6,2.595770392749245,40.0,21,0.5
12441.0,France,1,1.0,1,121.0,173.55,1.434297520661157,18.0,11,0.0
12442.0,Spain,1,1.0,1,182.0,172.06,0.9453846153846154,28.0,12,0.0
12443.0,Norway,1,1.0,1,182.0,485.31,2.6665384615384617,40.0,21,0.0
12444.0,Norway,1,151.0,5,231.0,1001.092,4.333731601731602,40.0,138,0.0
12445.0,Spain,1,399.0,2,103.0,217.49,2.1115533980582524,28.0,24,0.5
12446.0,RSA,1,1.0,1,352.0,1002.3100000000001,2.847471590909091,14.95,58,0.0
12447.0,Belgium,1,1.0,1,190.0,476.49,2.507842105263158,15.0,26,0.0
12448.0,Spain,1,1.0,1,243.0,449.45,1.8495884773662552,65.0,22,0.0
12449.0,Belgium,2,417.0,6,380.3333333333333,805.9816666666667,2.1191454864154253,18.0,125,0.0
12450.0,Spain,1,319.0,5,88.4,137.64000000000001,1.5570135746606335,12.75,31,0.4
12451.0,Switzerland,1,520.0,8,1169.875,1583.735,1.3537642910567367,40.0,352,0.25
12452.0,Switzerland,1,1.0,2,92.5,215.285,2.3274054054054054,40.0,21,0.5
12453.0,Austria,1,1.0,1,473.0,707.09,1.4949048625792813,6.75,43,0.0
12454.0,Spain,1,366.0,5,1540.6,3335.9559999999997,2.1653615474490455,220.0,24,0.8
12455.0,Cyprus,2,649.0,10,330.2,587.995,1.7807238037552997,39.95,199,0.0
12456.0,Switzerland,1,211.0,3,544.3333333333334,1060.3466666666666,1.9479730557256583,40.0,105,0.3333333333333333
12457.0,Switzerland,2,370.0,8,136.875,374.48875,2.7359908675799085,40.0,63,0.75
12458.0,Switzerland,1,417.0,4,246.5,444.3725,1.8027281947261664,40.0,71,0.0
12459.0,Spain,1,1.0,1,258.0,454.36,1.7610852713178295,28.0,23,0.0
12460.0,Belgium,1,1.0,1,170.0,326.65,1.921470588235294,15.0,18,0.0
12461.0,Switzerland,1,61.0,2,143.5,413.44,2.881114982578397,40.0,35,0.0
12462.0,Spain,1,286.0,2,268.0,594.795,2.219384328358209,28.0,51,1.0
12463.0,Belgium,1,189.0,4,194.0,336.195,1.7329639175257732,18.0,65,0.75
12464.0,Belgium,1,300.0,8,14.0,151.50625,10.821875,16.95,6,0.0
12465.0,Belgium,1,153.0,2,239.5,371.09499999999997,1.5494572025052191,15.0,46,0.5
12466.0,France,1,1.0,1,1.0,56.73,56.73,56.73,1,0.0
12467.0,USA,1,1.0,1,129.0,132.8,1.0294573643410854,4.25,9,1.0
12468.0,Germany,1,496.0,5,440.2,734.1479999999999,1.6677601090413448,18.0,127,1.0
12469.0,Thailand,1,15.0,2,1276.0,1535.27,1.2031896551724137,12.75,76,0.0
12470.0,Unspecified,1,1.0,1,95.0,211.95,2.2310526315789474,15.95,23,0.0
12471.0,Germany,1,731.0,79,213.81012658227849,505.8707594936709,2.365981291812208,240.0,255,0.6329113924050633
12472.0,Germany,1,694.0,19,546.2105263157895,855.2257894736841,1.5657438812873385,29.95,397,0.9473684210526315
12473.0,Germany,1,163.0,5,487.8,787.7099999999999,1.614821648216482,549.34,140,0.8
12474.0,Germany,1,650.0,31,256.5806451612903,400.7887096774194,1.5620379683178276,65.0,369,0.7419354838709677
12475.0,Germany,1,357.0,2,385.5,574.82,1.4911024643320365,18.0,54,0.0
12476.0,Germany,1,487.0,23,245.43478260869566,613.7134782608696,2.50051550044287,21.95,358,0.6521739130434783
12477.0,Germany,1,602.0,9,679.8888888888889,2252.93,3.313673802908972,16.95,295,0.3333333333333333
12478.0,Greece,1,1.0,1,236.0,680.99,2.885550847457627,45.0,36,0.0
12479.0,Germany,1,1.0,1,385.0,527.2,1.3693506493506495,18.0,31,2.0
12480.0,Germany,1,480.0,7,421.7142857142857,780.6928571428572,1.8512364498644989,18.0,177,0.14285714285714285
12481.0,Germany,1,586.0,15,477.8666666666667,813.4673333333334,1.7022893415178573,306.0,248,0.2
12482.0,Sweden,1,78.0,29,932.4827586206897,816.944827586207,0.8760964425708159,874.84,42,0.10344827586206896
12483.0,Sweden,1,661.0,19,114.3157894736842,269.5042105263158,2.3575414364640883,40.0,68,0.42105263157894735
12484.0,Spain,1,650.0,12,272.5833333333333,530.8458333333333,1.9474625496789972,28.0,329,0.3333333333333333
12485.0,Sweden,1,1.0,1,414.0,708.1,1.7103864734299516,8.95,34,0.0
12486.0,Sweden,1,1.0,1,523.0,1037.28,1.9833269598470362,40.0,49,0.0
12487.0,Sweden,1,1.0,1,174.0,285.29999999999995,1.6396551724137929,2.55,2,1.0
12488.0,France,1,67.0,3,176.33333333333334,432.8866666666667,2.454933837429112,18.0,46,0.0
12489.0,France,1,1.0,1,105.0,334.93,3.189809523809524,18.0,15,0.0
12490.0,France,1,734.0,21,281.23809523809524,467.79238095238094,1.663332204537758,51.0,195,0.047619047619047616
12491.0,France,1,1.0,1,260.0,460.40000000000003,1.7707692307692309,18.0,25,0.0
12492.0,Germany,1,341.0,3,148.0,238.40333333333334,1.6108333333333333,18.0,38,0.0
12493.0,France,1,33.0,2,103.5,216.87,2.09536231884058,18.0,20,0.5
12494.0,France,1,562.0,9,108.77777777777777,201.69666666666666,1.854208375893769,18.0,83,0.8888888888888888
12495.0,Sweden,1,1.0,1,130.0,357.4,2.749230769230769,40.0,17,1.0
12496.0,Spain,1,1.0,2,16.5,27.045,1.6390909090909092,3.75,10,0.0
12497.0,Germany,1,564.0,3,1895.0,2082.8333333333335,1.0991204925241864,18.0,41,0.3333333333333333
12498.0,Germany,1,37.0,3,53.0,134.5666666666667,2.538993710691824,18.0,21,0.0
12499.0,Germany,1,1.0,1,302.0,393.72,1.3037086092715233,18.0,27,0.0
12500.0,Germany,1,651.0,19,177.73684210526315,313.4321052631579,1.7634616523541604,21.95,88,0.3157894736842105
12501.0,Germany,1,1.0,1,1783.0,2169.39,1.2167077958496915,18.0,149,1.0
12502.0,Spain,1,215.0,5,164.0,744.774,4.541304878048781,28.0,102,0.0
12503.0,Spain,1,1.0,1,561.0,1126.0,2.0071301247771838,230.0,2,1.0
12504.0,Germany,1,579.0,4,114.5,194.7625,1.7009825327510917,18.0,11,0.5
12505.0,Italy,1,1.0,1,324.0,955.2,2.948148148148148,28.0,42,2.0
12506.0,France,1,1.0,1,23.0,73.5,3.1956521739130435,7.95,23,0.0
12507.0,Spain,1,451.0,4,316.75,461.015,1.4554538279400158,28.0,46,0.25
12508.0,France,1,4.0,2,136.0,199.135,1.4642279411764705,4.95,57,0.0
12509.0,France,1,1.0,1,55.0,176.5,3.209090909090909,18.0,7,0.0
12510.0,Spain,1,594.0,9,227.66666666666666,575.3355555555556,2.527096144460713,975.11,94,0.7777777777777778
12511.0,Greece,1,1.0,1,1753.0,3084.02,1.759281232173417,19.95,190,1.0
12512.0,Israel,1,1.0,2,49.5,69.015,1.3942424242424243,7.95,31,0.0
12513.0,France,1,1.0,1,462.0,612.29,1.3253030303030302,18.0,35,1.0
12514.0,Italy,1,375.0,2,420.0,798.88,1.902095238095238,12.75,76,0.0
12515.0,Italy,1,1.0,1,131.0,383.7,2.929007633587786,35.0,16,0.0
12516.0,Germany,1,523.0,4,488.0,662.155,1.356875,18.0,49,0.0
12517.0,Germany,1,163.0,5,274.2,500.56800000000004,1.8255579868708973,18.0,232,0.2
12518.0,Germany,1,111.0,5,263.6,411.378,1.5606145675265553,18.0,84,0.0
12519.0,Germany,1,414.0,2,197.5,363.27,1.8393417721518985,18.0,34,0.5
12520.0,Germany,1,195.0,5,287.8,526.8520000000001,1.830618485059069,18.0,121,0.2
12521.0,Germany,1,1.0,1,309.0,599.68,1.9407119741100323,18.0,38,0.0
12522.0,Germany,1,13.0,2,97.0,96.36,0.9934020618556701,18.0,11,0.0
12523.0,France,1,714.0,23,98.91304347826087,190.09347826086955,1.9218241758241756,25.0,176,0.30434782608695654
12524.0,Germany,1,661.0,17,422.2352941176471,654.4770588235294,1.550029256060184,18.0,157,0.058823529411764705
12525.0,France,1,150.0,3,169.66666666666666,324.57666666666665,1.9130255402750491,18.0,56,1.6666666666666667
12526.0,Germany,1,95.0,3,210.66666666666666,438.8866666666667,2.0833227848101266,18.0,64,0.0
12527.0,Germany,1,449.0,5,105.2,147.102,1.3983079847908746,18.0,26,0.0
12528.0,Germany,1,304.0,6,126.0,322.24666666666667,2.5575132275132275,18.0,50,0.3333333333333333
12529.0,France,1,1.0,1,192.0,316.48,1.6483333333333334,9.95,21,1.0
12530.0,Germany,1,584.0,9,301.44444444444446,417.6955555555556,1.3856468853667527,34.95,94,0.3333333333333333
12531.0,Germany,1,673.0,2,559.5,966.6,1.7276139410187668,29.95,126,0.5
12532.0,France,1,1.0,1,153.0,349.83000000000004,2.2864705882352943,18.0,16,0.0
12533.0,Germany,1,112.0,2,352.0,683.945,1.9430255681818183,18.0,63,2.0
12534.0,Germany,1,1.0,1,651.0,1089.18,1.6730875576036868,18.95,63,0.0
12535.0,France,1,96.0,2,109.5,358.175,3.271004566210046,8.95,28,0.0
12536.0,France,1,17.0,3,934.3333333333334,4200.610000000001,4.495836603638959,4161.06,260,0.6666666666666666
12537.0,Sweden,1,1.0,1,449.0,732.94,1.6323830734966593,40.0,43,0.0
12538.0,Spain,1,350.0,2,168.0,320.225,1.9061011904761906,14.95,33,0.0
12539.0,Spain,1,695.0,7,647.8571428571429,1602.107142857143,2.472932745314223,28.0,276,0.14285714285714285
12540.0,Spain,1,714.0,33,333.90909090909093,674.3784848484848,2.0196469734095652,29.95,354,0.09090909090909091
12541.0,Spain,1,252.0,3,226.66666666666666,327.06,1.4429117647058822,28.0,46,0.0
12542.0,Spain,1,157.0,2,261.0,240.94,0.9231417624521072,12.75,39,1.0
12543.0,Spain,1,1.0,1,688.0,980.25,1.424781976744186,28.0,43,0.0
12544.0,Spain,1,1.0,1,136.0,372.7,2.740441176470588,28.0,19,1.0
12545.0,Spain,1,185.0,2,261.5,500.195,1.9127915869980878,28.0,42,0.0
12546.0,Spain,1,32.0,2,316.5,580.75,1.834913112164297,28.0,59,0.5
12547.0,Spain,1,304.0,3,103.0,127.86,1.241359223300971,28.0,13,0.0
12548.0,Spain,1,1.0,1,49.0,95.19999999999999,1.9428571428571426,28.0,5,0.0
12549.0,USA,1,123.0,6,227.66666666666666,262.61333333333334,1.1534992679355784,5.0,38,0.0
12550.0,Spain,1,1.0,1,569.0,964.8299999999999,1.6956590509666079,28.0,57,0.0
12551.0,Spain,1,1.0,1,100.0,168.0,1.68,1.95,10,0.0
12552.0,Italy,1,2.0,2,44.0,218.91,4.975227272727273,40.0,20,0.0
12553.0,France,1,416.0,12,193.75,384.0625,1.982258064516129,29.95,109,0.4166666666666667
12554.0,Spain,1,1.0,1,240.0,468.5,1.9520833333333334,28.0,26,0.0
12555.0,Spain,1,1.0,1,1.0,129.23,129.23,129.23,1,0.0
12556.0,Spain,1,102.0,2,179.0,301.855,1.686340782122905,12.75,100,0.0
12557.0,Spain,1,707.0,8,797.75,2262.0175,2.8354967094954557,3.75,15,0.0
12558.0,USA,1,1.0,1,196.0,269.96,1.3773469387755102,2.08,11,1.0
12559.0,Germany,1,10.0,2,141.5,280.855,1.9848409893992933,18.0,21,0.5
12560.0,Germany,1,139.0,3,370.0,711.3366666666667,1.9225315315315317,18.0,91,0.3333333333333333
12561.0,Germany,1,1.0,1,177.0,238.85,1.3494350282485876,7.95,16,0.0
12562.0,France,1,428.0,9,258.55555555555554,551.88,2.134473571121616,18.0,113,0.0
12563.0,Italy,1,1.0,1,113.0,249.24,2.2056637168141595,28.0,13,0.0
12564.0,France,1,1.0,1,133.0,456.9,3.4353383458646616,18.0,21,0.0
12565.0,Saudi Arabia,1,1.0,1,80.0,145.92,1.8239999999999998,5.49,9,1.0
12566.0,Germany,1,1.0,1,265.0,351.65,1.3269811320754716,18.0,19,1.0
12567.0,France,1,645.0,15,353.8666666666667,784.4986666666666,2.216932931424265,42.95,365,0.13333333333333333
12568.0,Germany,1,1.0,1,48.0,70.0,1.4583333333333333,18.0,5,0.0
12569.0,Germany,1,251.0,32,56.28125,128.89656250000002,2.2902220988339814,18.0,92,0.09375
12570.0,Spain,1,1.0,1,1.0,77.52,77.52,77.52,1,0.0
12571.0,France,1,83.0,2,261.5,259.805,0.9935181644359465,4.95,31,0.0
12572.0,Germany,1,44.0,2,226.0,510.21,2.257566371681416,18.0,53,0.5
12573.0,France,1,239.0,5,95.8,143.482,1.497724425887265,9.95,107,0.0
12574.0,France,1,1.0,1,61.0,218.45000000000002,3.581147540983607,18.0,11,0.0
12575.0,France,1,70.0,2,157.5,311.40999999999997,1.977206349206349,18.0,34,0.0
12576.0,Poland,1,492.0,8,186.75,267.84,1.4342168674698794,40.0,114,0.375
12577.0,France,1,702.0,8,149.625,206.71875,1.381578947368421,10.4,259,0.125
12578.0,Italy,1,423.0,4,595.0,1160.6125,1.950609243697479,28.0,149,0.75
12579.0,France,1,1.0,1,285.0,440.42,1.5453333333333334,18.0,29,2.0
12580.0,Germany,1,331.0,2,284.5,526.45,1.8504393673110722,18.0,52,0.0
12581.0,Germany,1,1.0,1,161.0,197.71,1.2280124223602484,18.0,15,0.0
12582.0,Finland,1,340.0,4,246.25,495.1,2.010558375634518,40.0,88,0.0
12583.0,France,1,732.0,27,316.1111111111111,503.39185185185187,1.5924522554188636,18.0,141,0.14814814814814814
12584.0,Italy,1,278.0,9,46.22222222222222,259.7944444444445,5.6205528846153845,28.0,44,1.0
12585.0,Germany,1,118.0,2,639.5,1020.05,1.5950742767787334,18.0,77,1.0
12586.0,Italy,1,707.0,4,171.75,515.6675,3.0024308588064046,16.95,82,0.25
12587.0,Finland,1,1.0,1,51.0,144.0,2.823529411764706,40.0,4,0.0
12588.0,Finland,1,559.0,4,109.5,239.695,2.1889954337899544,40.0,31,0.25
12589.0,France,1,662.0,8,220.5,586.9575,2.661938775510204,1055.75,121,0.375
12590.0,Germany,1,1.0,2,2141.5,4932.13,2.303119308895634,523.0,68,1.5
12591.0,Italy,1,92.0,3,225.66666666666666,450.7166666666667,1.997267355982275,28.0,63,0.0
12592.0,Germany,1,428.0,5,375.0,516.5319999999999,1.3774186666666666,715.02,42,0.6
12593.0,France,1,111.0,3,68.66666666666667,139.36666666666665,2.0296116504854367,18.0,14,0.0
12594.0,Italy,1,610.0,15,184.53333333333333,339.3406666666667,1.8389125722543356,35.0,78,0.13333333333333333
12595.0,Germany,1,1.0,1,271.0,299.02,1.1033948339483395,18.0,19,0.0
12596.0,Spain,1,192.0,2,237.0,309.135,1.3043670886075949,28.0,25,0.0
12597.0,Spain,1,250.0,4,559.0,952.805,1.7044812164579606,28.0,184,0.25
12598.0,France,1,640.0,11,264.1818181818182,412.19,1.5602512044046801,18.0,130,0.36363636363636365
12599.0,France,1,549.0,13,168.3846153846154,176.67076923076922,1.049209684787574,18.0,47,0.0
12600.0,Germany,1,705.0,21,65.85714285714286,236.54380952380953,3.59177151120752,18.0,53,0.23809523809523808
12601.0,Germany,1,216.0,6,48.333333333333336,113.54333333333334,2.3491724137931036,39.95,24,0.16666666666666666
12602.0,France,1,1.0,1,162.0,153.12,0.9451851851851852,11.95,12,0.0
12603.0,Germany,1,1.0,1,64.0,739.1999999999999,11.549999999999999,18.0,3,0.0
12604.0,France,1,183.0,2,100.5,127.09,1.2645771144278608,18.0,15,0.0
12605.0,Germany,1,83.0,4,232.25,308.2375,1.3271797631862219,18.0,63,0.25
12606.0,Spain,1,1.0,1,1.0,21.0,21.0,21.0,1,0.0
12607.0,USA,1,1.0,1,1228.0,1579.51,1.2862459283387622,16.95,101,1.0
12608.0,United Kingdom,1,1.0,1,323.0,415.79,1.2872755417956656,2.95,16,0.0
12609.0,Germany,1,642.0,9,172.55555555555554,381.76222222222225,2.212401802962009,18.0,129,0.1111111111111111
12610.0,Italy,1,105.0,5,209.8,419.908,2.0014680648236416,40.0,85,0.4
12611.0,Italy,1,1.0,1,846.0,1193.32,1.4105437352245862,11.95,65,0.0
12612.0,Germany,1,1.0,1,262.0,704.0400000000001,2.6871755725190845,18.0,19,1.0
12613.0,Germany,1,669.0,10,416.3,683.507,1.6418616382416527,18.0,218,0.3
12614.0,Germany,1,1.0,1,76.0,315.6,4.152631578947369,9.95,20,0.0
12615.0,France,1,630.0,8,414.625,717.6225,1.730774796502864,18.0,198,0.375
12616.0,France,1,294.0,3,166.0,377.0333333333333,2.2712851405622487,18.0,32,1.3333333333333333
12617.0,France,1,1.0,1,213.0,355.53,1.6691549295774646,9.95,39,0.0
12618.0,Italy,1,1.0,1,96.0,177.31,1.8469791666666666,40.0,11,0.0
12619.0,Germany,1,545.0,10,351.8,378.13800000000003,1.0748664013644116,389.68,55,0.4
12620.0,France,1,191.0,3,393.6666666666667,446.47,1.1341320914479256,18.0,89,0.0
12621.0,Germany,1,668.0,35,391.6,694.6057142857143,1.773763315336349,18.0,344,0.2571428571428571
12622.0,Germany,1,1.0,1,69.0,180.1,2.610144927536232,18.0,11,0.0
12623.0,Germany,1,421.0,7,281.7142857142857,535.4057142857143,1.90052738336714,18.0,112,0.2857142857142857
12624.0,France,1,72.0,2,177.5,320.565,1.806,18.0,36,0.0
12625.0,Germany,1,386.0,4,827.25,1291.22,1.5608582653369598,18.0,144,0.25
12626.0,Germany,1,304.0,9,383.6666666666667,735.6088888888889,1.9173124818997973,18.0,232,0.4444444444444444
12627.0,Germany,1,131.0,7,393.14285714285717,639.79,1.6273728197674417,18.0,162,0.0
12628.0,Germany,1,61.0,3,149.33333333333334,262.15333333333336,1.7554910714285714,18.0,34,0.3333333333333333
12629.0,Sweden,1,39.0,2,361.0,779.11,2.1581994459833798,40.0,40,0.0
12630.0,Finland,1,35.0,2,274.0,635.44,2.319124087591241,40.0,60,0.0
12631.0,Finland,1,637.0,6,267.8333333333333,580.2616666666667,2.166502800248911,40.0,131,0.16666666666666666
12632.0,Germany,1,45.0,2,347.0,402.44,1.1597694524495676,18.0,32,1.0
12633.0,Germany,1,468.0,7,462.57142857142856,811.1657142857142,1.7536009882643606,29.95,220,0.42857142857142855
12634.0,USA,1,14.0,2,168.5,245.0,1.454005934718101,130.0,20,0.0
12635.0,Germany,1,368.0,4,487.25,732.6025,1.5035454079014878,18.0,159,0.0
12636.0,USA,1,1.0,1,1.0,141.0,141.0,141.0,1,0.0
12637.0,France,1,477.0,12,357.0,695.0258333333333,1.9468510737628384,29.95,295,0.16666666666666666
12638.0,Sweden,1,607.0,2,331.5,460.745,1.3898793363499247,40.0,47,0.0
12639.0,Sweden,1,390.0,3,210.33333333333334,437.45666666666665,2.0798256735340725,40.0,58,0.0
12640.0,France,1,59.0,3,103.66666666666667,391.52666666666664,3.7767845659163983,18.0,47,0.0
